Package,File,Line,MethodSignature,MethodName,MethodNPath
jsat.linear,/linear/SingularValueDecomposition.java,665,getPseudoInverse(),getPseudoInverse,1
jsat.linear,/linear/SingularValueDecomposition.java,677,getPseudoInverse(double),getPseudoInverse,1
jsat.linear,/linear/SingularValueDecomposition.java,691,getPseudoDet(),getPseudoDet,1
jsat.linear,/linear/SingularValueDecomposition.java,703,getPseudoDet(double),getPseudoDet,3
jsat.linear,/linear/SingularValueDecomposition.java,719,absDet(),absDet,2
jsat.linear,/linear/SingularValueDecomposition.java,738,solve(Vec),solve,1
jsat.linear,/linear/SingularValueDecomposition.java,754,solve(Matrix),solve,1
jsat.linear,/linear/SingularValueDecomposition.java,772,solve(Matrix, ExecutorService),solve,1
jsat.linear,/linear/SingularValueDecomposition.java,781,clone(),clone,1
jsat.linear,/linear/DenseVector.java,29,DenseVector(int),DenseVector,2
jsat.linear,/linear/DenseVector.java,44,DenseVector(List),DenseVector,2
jsat.linear,/linear/DenseVector.java,60,DenseVector(double),DenseVector,1
jsat.linear,/linear/DenseVector.java,76,DenseVector(double, int, int),DenseVector,1
jsat.linear,/linear/DenseVector.java,88,DenseVector(Vec),DenseVector,2
jsat.linear,/linear/DenseVector.java,96,length(),length,1
jsat.linear,/linear/DenseVector.java,102,get(int),get,1
jsat.linear,/linear/DenseVector.java,108,set(int, double),set,1
jsat.linear,/linear/DenseVector.java,114,min(),min,2
jsat.linear,/linear/DenseVector.java,124,max(),max,2
jsat.linear,/linear/DenseVector.java,134,sum(),sum,2
jsat.linear,/linear/DenseVector.java,158,median(),median,2
jsat.linear,/linear/DenseVector.java,171,skewness(),skewness,4
jsat.linear,/linear/DenseVector.java,189,kurtosis(),kurtosis,2
jsat.linear,/linear/DenseVector.java,204,sortedCopy(),sortedCopy,1
jsat.linear,/linear/DenseVector.java,214,variance(),variance,2
jsat.linear,/linear/DenseVector.java,229,dot(Vec),dot,8
jsat.linear,/linear/DenseVector.java,244,deepCopy(),deepCopy,1
jsat.linear,/linear/DenseVector.java,250,multiply(double, Matrix, Vec),multiply,12
jsat.linear,/linear/DenseVector.java,266,mutableAdd(double),mutableAdd,2
jsat.linear,/linear/DenseVector.java,273,mutableAdd(double, Vec),mutableAdd,8
jsat.linear,/linear/DenseVector.java,287,mutableSubtract(double),mutableSubtract,2
jsat.linear,/linear/DenseVector.java,294,mutableMultiply(double),mutableMultiply,2
jsat.linear,/linear/DenseVector.java,301,mutableDivide(double),mutableDivide,2
jsat.linear,/linear/DenseVector.java,308,pNormDist(double, Vec),pNormDist,16
jsat.linear,/linear/DenseVector.java,339,pNorm(double),pNorm,16
jsat.linear,/linear/DenseVector.java,370,clone(),clone,1
jsat.linear,/linear/DenseVector.java,380,normalize(),normalize,2
jsat.linear,/linear/DenseVector.java,393,mutablePairwiseMultiply(Vec),mutablePairwiseMultiply,4
jsat.linear,/linear/DenseVector.java,402,mutablePairwiseDivide(Vec),mutablePairwiseDivide,4
jsat.linear,/linear/DenseVector.java,411,equals(Object),equals,20
jsat.linear,/linear/DenseVector.java,430,equals(Object, double),equals,20
jsat.linear,/linear/DenseVector.java,457,toDenseVec(double...),toDenseVec,1
jsat.linear,/linear/DenseVector.java,463,arrayCopy(),arrayCopy,1
jsat.linear,/linear/DenseVector.java,469,isSparse(),isSparse,1
jsat.linear,/linear/DenseVector.java,475,setLength(int),setLength,10
jsat.linear,/linear/DenseVector.java,490,readObject(ObjectInputStream),readObject,2
jsat.linear,/linear/DenseVector.java,499,writeObject(ObjectOutputStream),writeObject,2
jsat.linear,/linear/MatrixOfVecs.java,29,MatrixOfVecs(Vec...),MatrixOfVecs,1
jsat.linear,/linear/MatrixOfVecs.java,40,MatrixOfVecs(List),MatrixOfVecs,3
jsat.linear,/linear/MatrixOfVecs.java,56,MatrixOfVecs(int, int, boolean),MatrixOfVecs,3
jsat.linear,/linear/MatrixOfVecs.java,64,getMatrixOfSameType(int, int),getMatrixOfSameType,1
jsat.linear,/linear/MatrixOfVecs.java,70,changeSize(int, int),changeSize,72
jsat.linear,/linear/MatrixOfVecs.java,101,get(int, int),get,5
jsat.linear,/linear/MatrixOfVecs.java,111,set(int, int, double),set,5
jsat.linear,/linear/MatrixOfVecs.java,121,increment(int, int, double),increment,5
jsat.linear,/linear/MatrixOfVecs.java,131,rows(),rows,1
jsat.linear,/linear/MatrixOfVecs.java,137,cols(),cols,1
jsat.linear,/linear/MatrixOfVecs.java,143,getRowView(int),getRowView,3
jsat.linear,/linear/MatrixOfVecs.java,151,updateRow(int, double, Vec),updateRow,1
jsat.linear,/linear/MatrixOfVecs.java,157,multiply(Vec, double, Vec),multiply,8
jsat.linear,/linear/MatrixOfVecs.java,172,mutableMultiply(double),mutableMultiply,2
jsat.linear,/linear/MatrixOfVecs.java,179,mutableAdd(double),mutableAdd,2
jsat.linear,/linear/MatrixOfVecs.java,186,zeroOut(),zeroOut,2
jsat.linear,/linear/MatrixOfVecs.java,193,clone(),clone,2
jsat.linear,/linear/MatrixOfVecs.java,203,isSparce(),isSparce,3
jsat.linear,/linear/SparseVector.java,55,SparseVector(int),SparseVector,1
jsat.linear,/linear/SparseVector.java,66,SparseVector(List),SparseVector,4
jsat.linear,/linear/SparseVector.java,91,SparseVector(int, int),SparseVector,1
jsat.linear,/linear/SparseVector.java,116,SparseVector(int, double, int, int),SparseVector,16
jsat.linear,/linear/SparseVector.java,134,SparseVector(Vec),SparseVector,2
jsat.linear,/linear/SparseVector.java,145,length(),length,1
jsat.linear,/linear/SparseVector.java,159,setLength(int),setLength,3
jsat.linear,/linear/SparseVector.java,167,nnz(),nnz,1
jsat.linear,/linear/SparseVector.java,176,removeNonZero(int),removeNonZero,2
jsat.linear,/linear/SparseVector.java,192,increment(int, double),increment,18
jsat.linear,/linear/SparseVector.java,210,get(int),get,6
jsat.linear,/linear/SparseVector.java,224,set(int, double),set,12
jsat.linear,/linear/SparseVector.java,253,insertValue(int, int, double),insertValue,4
jsat.linear,/linear/SparseVector.java,275,sortedCopy(),sortedCopy,6
jsat.linear,/linear/SparseVector.java,306,getLastNonZeroIndex(),getLastNonZeroIndex,2
jsat.linear,/linear/SparseVector.java,314,min(),min,2
jsat.linear,/linear/SparseVector.java,324,max(),max,2
jsat.linear,/linear/SparseVector.java,334,sum(),sum,2
jsat.linear,/linear/SparseVector.java,359,variance(),variance,2
jsat.linear,/linear/SparseVector.java,378,median(),median,2
jsat.linear,/linear/SparseVector.java,387,skewness(),skewness,4
jsat.linear,/linear/SparseVector.java,415,kurtosis(),kurtosis,2
jsat.linear,/linear/SparseVector.java,439,copyTo(Vec),copyTo,3
jsat.linear,/linear/SparseVector.java,462,dot(Vec),dot,8
jsat.linear,/linear/SparseVector.java,491,toString(),toString,7
jsat.linear,/linear/SparseVector.java,512,multiply(double, Matrix, Vec),multiply,9
jsat.linear,/linear/SparseVector.java,529,mutableAdd(double),mutableAdd,4
jsat.linear,/linear/SparseVector.java,542,mutableAdd(double, Vec),mutableAdd,52
jsat.linear,/linear/SparseVector.java,628,mutableMultiply(double),mutableMultiply,4
jsat.linear,/linear/SparseVector.java,641,mutableDivide(double),mutableDivide,6
jsat.linear,/linear/SparseVector.java,650,pNormDist(double, Vec),pNormDist,60
jsat.linear,/linear/SparseVector.java,703,pNorm(double),pNorm,16
jsat.linear,/linear/SparseVector.java,734,clone(),clone,1
jsat.linear,/linear/SparseVector.java,746,normalize(),normalize,2
jsat.linear,/linear/SparseVector.java,759,mutablePairwiseMultiply(Vec),mutablePairwiseMultiply,4
jsat.linear,/linear/SparseVector.java,768,mutablePairwiseDivide(Vec),mutablePairwiseDivide,4
jsat.linear,/linear/SparseVector.java,778,equals(Object, double),equals,100
jsat.linear,/linear/SparseVector.java,811,arrayCopy(),arrayCopy,2
jsat.linear,/linear/SparseVector.java,822,applyFunction(Function1D),applyFunction,3
jsat.linear,/linear/SparseVector.java,834,applyIndexFunction(IndexFunction),applyIndexFunction,4
jsat.linear,/linear/SparseVector.java,859,zeroOut(),zeroOut,1
jsat.linear,/linear/SparseVector.java,865,getNonZeroIterator(int),getNonZeroIterator,6
jsat.linear,/linear/SparseVector.java,909,hashCode(),hashCode,2
jsat.linear,/linear/SparseVector.java,924,isSparse(),isSparse,1
jsat.linear,/linear/SparseVector.java,929,readObject(ObjectInputStream),readObject,2
jsat.linear,/linear/SparseVector.java,942,writeObject(ObjectOutputStream),writeObject,2
jsat.linear,/linear/IndexValue.java,22,IndexValue(int, double),IndexValue,1
jsat.linear,/linear/IndexValue.java,32,setIndex(int),setIndex,1
jsat.linear,/linear/IndexValue.java,41,setValue(double),setValue,1
jsat.linear,/linear/IndexValue.java,50,getIndex(),getIndex,1
jsat.linear,/linear/IndexValue.java,59,getValue(),getValue,1
jsat.linear,/linear/VecPaired.java,23,VecPaired(V, P),VecPaired,1
jsat.linear,/linear/VecPaired.java,29,getPair(),getPair,1
jsat.linear,/linear/VecPaired.java,34,setPair(P),setPair,1
jsat.linear,/linear/VecPaired.java,39,getVector(),getVector,1
jsat.linear,/linear/VecPaired.java,44,setVector(V),setVector,1
jsat.linear,/linear/VecPaired.java,50,length(),length,1
jsat.linear,/linear/VecPaired.java,56,nnz(),nnz,1
jsat.linear,/linear/VecPaired.java,62,get(int),get,1
jsat.linear,/linear/VecPaired.java,68,set(int, double),set,1
jsat.linear,/linear/VecPaired.java,74,add(double),add,1
jsat.linear,/linear/VecPaired.java,80,add(Vec),add,1
jsat.linear,/linear/VecPaired.java,87,subtract(Vec),subtract,1
jsat.linear,/linear/VecPaired.java,94,pairwiseMultiply(Vec),pairwiseMultiply,1
jsat.linear,/linear/VecPaired.java,101,multiply(double),multiply,1
jsat.linear,/linear/VecPaired.java,107,multiply(double, Matrix, Vec),multiply,1
jsat.linear,/linear/VecPaired.java,113,pairwiseDivide(Vec),pairwiseDivide,1
jsat.linear,/linear/VecPaired.java,120,divide(double),divide,1
jsat.linear,/linear/VecPaired.java,126,mutableAdd(double),mutableAdd,1
jsat.linear,/linear/VecPaired.java,132,mutableAdd(Vec),mutableAdd,1
jsat.linear,/linear/VecPaired.java,139,mutableSubtract(Vec),mutableSubtract,1
jsat.linear,/linear/VecPaired.java,146,mutablePairwiseMultiply(Vec),mutablePairwiseMultiply,1
jsat.linear,/linear/VecPaired.java,153,mutableMultiply(double),mutableMultiply,1
jsat.linear,/linear/VecPaired.java,159,mutablePairwiseDivide(Vec),mutablePairwiseDivide,1
jsat.linear,/linear/VecPaired.java,166,mutableDivide(double),mutableDivide,1
jsat.linear,/linear/VecPaired.java,172,sortedCopy(),sortedCopy,1
jsat.linear,/linear/VecPaired.java,178,min(),min,1
jsat.linear,/linear/VecPaired.java,184,max(),max,1
jsat.linear,/linear/VecPaired.java,190,sum(),sum,1
jsat.linear,/linear/VecPaired.java,196,mean(),mean,1
jsat.linear,/linear/VecPaired.java,202,standardDeviation(),standardDeviation,1
jsat.linear,/linear/VecPaired.java,208,variance(),variance,1
jsat.linear,/linear/VecPaired.java,214,median(),median,1
jsat.linear,/linear/VecPaired.java,220,skewness(),skewness,1
jsat.linear,/linear/VecPaired.java,226,kurtosis(),kurtosis,1
jsat.linear,/linear/VecPaired.java,232,clone(),clone,1
jsat.linear,/linear/VecPaired.java,238,normalized(),normalized,1
jsat.linear,/linear/VecPaired.java,244,normalize(),normalize,1
jsat.linear,/linear/VecPaired.java,250,pNormDist(double, Vec),pNormDist,1
jsat.linear,/linear/VecPaired.java,257,pNorm(double),pNorm,1
jsat.linear,/linear/VecPaired.java,263,dot(Vec),dot,1
jsat.linear,/linear/VecPaired.java,270,toString(),toString,1
jsat.linear,/linear/VecPaired.java,276,equals(Object),equals,1
jsat.linear,/linear/VecPaired.java,282,equals(Object, double),equals,1
jsat.linear,/linear/VecPaired.java,288,arrayCopy(),arrayCopy,1
jsat.linear,/linear/VecPaired.java,294,mutableAdd(double, Vec),mutableAdd,1
jsat.linear,/linear/VecPaired.java,302,getNonZeroIterator(int),getNonZeroIterator,1
jsat.linear,/linear/VecPaired.java,316,extractTrueVec(Vec),extractTrueVec,2
jsat.linear,/linear/VecPaired.java,323,vecPairedComparator(),vecPairedComparator,1
jsat.linear,/linear/VecPaired.java,337,hashCode(),hashCode,1
jsat.linear,/linear/VecPaired.java,343,isSparse(),isSparse,1
jsat.linear,/linear/VecPaired.java,349,setLength(int),setLength,1
jsat.linear,/linear/Matrix.java,39,add(Matrix),add,1
jsat.linear,/linear/Matrix.java,52,add(Matrix, ExecutorService),add,1
jsat.linear,/linear/Matrix.java,63,add(double),add,1
jsat.linear,/linear/Matrix.java,76,add(double, ExecutorService),add,1
jsat.linear,/linear/Matrix.java,87,mutableAdd(Matrix),mutableAdd,1
jsat.linear,/linear/Matrix.java,104,mutableAdd(Matrix, ExecutorService),mutableAdd,1
jsat.linear,/linear/Matrix.java,139,canBeMutated(),canBeMutated,1
jsat.linear,/linear/Matrix.java,150,getThisSideMatrix(Matrix),getThisSideMatrix,2
jsat.linear,/linear/Matrix.java,167,subtract(Matrix),subtract,1
jsat.linear,/linear/Matrix.java,180,subtract(Matrix, ExecutorService),subtract,1
jsat.linear,/linear/Matrix.java,192,subtract(double),subtract,1
jsat.linear,/linear/Matrix.java,205,subtract(double, ExecutorService),subtract,1
jsat.linear,/linear/Matrix.java,216,mutableSubtract(Matrix),mutableSubtract,1
jsat.linear,/linear/Matrix.java,226,mutableSubtract(double, Matrix),mutableSubtract,1
jsat.linear,/linear/Matrix.java,236,mutableSubtract(Matrix, ExecutorService),mutableSubtract,1
jsat.linear,/linear/Matrix.java,247,mutableSubtract(double, Matrix, ExecutorService),mutableSubtract,1
jsat.linear,/linear/Matrix.java,256,mutableSubtract(double),mutableSubtract,1
jsat.linear,/linear/Matrix.java,266,mutableSubtract(double, ExecutorService),mutableSubtract,1
jsat.linear,/linear/Matrix.java,286,multiply(Vec),multiply,1
jsat.linear,/linear/Matrix.java,298,multiply(Matrix),multiply,1
jsat.linear,/linear/Matrix.java,311,multiply(Matrix, ExecutorService),multiply,1
jsat.linear,/linear/Matrix.java,345,multiplyTranspose(Matrix),multiplyTranspose,1
jsat.linear,/linear/Matrix.java,366,multiplyTranspose(Matrix, ExecutorService),multiplyTranspose,1
jsat.linear,/linear/Matrix.java,378,multiply(double),multiply,1
jsat.linear,/linear/Matrix.java,391,multiply(double, ExecutorService),multiply,1
jsat.linear,/linear/Matrix.java,440,transpose(),transpose,1
jsat.linear,/linear/Matrix.java,465,transposeMultiply(Matrix),transposeMultiply,1
jsat.linear,/linear/Matrix.java,489,transposeMultiply(Matrix, ExecutorService),transposeMultiply,1
jsat.linear,/linear/Matrix.java,519,transposeMultiply(double, Vec),transposeMultiply,1
jsat.linear,/linear/Matrix.java,549,increment(int, int, double),increment,3
jsat.linear,/linear/Matrix.java,580,nnz(),nnz,1
jsat.linear,/linear/Matrix.java,591,isSquare(),isSquare,1
jsat.linear,/linear/Matrix.java,610,getColumn(int),getColumn,6
jsat.linear,/linear/Matrix.java,628,getColumnView(int),getColumnView,2
jsat.linear,/linear/Matrix.java,682,getRow(int),getRow,6
jsat.linear,/linear/Matrix.java,700,getRowView(int),getRowView,2
jsat.linear,/linear/Matrix.java,749,toString(),toString,3
jsat.linear,/linear/Matrix.java,777,sameDimensions(Matrix, Matrix),sameDimensions,1
jsat.linear,/linear/Matrix.java,790,canMultiply(Matrix, Matrix),canMultiply,1
jsat.linear,/linear/Matrix.java,796,equals(Object),equals,36
jsat.linear,/linear/Matrix.java,823,equals(Object, double),equals,36
jsat.linear,/linear/Matrix.java,849,copyTo(Matrix),copyTo,6
jsat.linear,/linear/Matrix.java,864,updateRow(int, double, Vec),updateRow,8
jsat.linear,/linear/Matrix.java,880,frobenius(),frobenius,3
jsat.linear,/linear/Matrix.java,902,OuterProductUpdate(Matrix, Vec, Vec, double),OuterProductUpdate,12
jsat.linear,/linear/Matrix.java,927,OuterProductUpdate(Matrix, Vec, Vec, double, ExecutorService),OuterProductUpdate,30
jsat.linear,/linear/Matrix.java,996,eye(int),eye,2
jsat.linear,/linear/Matrix.java,1013,random(int, int, Random),random,3
jsat.linear,/linear/Matrix.java,1029,diag(Vec),diag,2
jsat.linear,/linear/Matrix.java,1052,diagMult(Matrix, Vec),diagMult,4
jsat.linear,/linear/Matrix.java,1071,diagMult(Vec, Matrix),diagMult,4
jsat.linear,/linear/Matrix.java,1089,isSymmetric(Matrix, double),isSymmetric,8
jsat.linear,/linear/Matrix.java,1105,isSymmetric(Matrix),isSymmetric,1
jsat.linear,/linear/Matrix.java,1117,pascal(int),pascal,6
jsat.linear,/linear/VecWithNorm.java,31,VecWithNorm(Vec, double),VecWithNorm,1
jsat.linear,/linear/VecWithNorm.java,42,VecWithNorm(Vec),VecWithNorm,1
jsat.linear,/linear/VecWithNorm.java,51,getBase(),getBase,1
jsat.linear,/linear/VecWithNorm.java,57,pNorm(double),pNorm,2
jsat.linear,/linear/VecWithNorm.java,65,length(),length,1
jsat.linear,/linear/VecWithNorm.java,71,get(int),get,1
jsat.linear,/linear/VecWithNorm.java,77,set(int, double),set,1
jsat.linear,/linear/VecWithNorm.java,86,isSparse(),isSparse,1
jsat.linear,/linear/VecWithNorm.java,92,clone(),clone,1
jsat.linear,/linear/VecWithNorm.java,98,mutableAdd(double),mutableAdd,2
jsat.linear,/linear/VecWithNorm.java,111,mutableAdd(double, Vec),mutableAdd,2
jsat.linear,/linear/VecWithNorm.java,123,mutablePairwiseMultiply(Vec),mutablePairwiseMultiply,1
jsat.linear,/linear/VecWithNorm.java,132,mutableMultiply(double),mutableMultiply,1
jsat.linear,/linear/VecWithNorm.java,139,mutablePairwiseDivide(Vec),mutablePairwiseDivide,1
jsat.linear,/linear/VecWithNorm.java,148,mutableDivide(double),mutableDivide,1
jsat.linear,/linear/VecWithNorm.java,154,zeroOut(),zeroOut,1
jsat.linear,/linear/VecWithNorm.java,161,nnz(),nnz,1
jsat.linear,/linear/VecWithNorm.java,167,getNonZeroIterator(),getNonZeroIterator,1
jsat.linear,/linear/VecWithNorm.java,173,getNonZeroIterator(int),getNonZeroIterator,1
jsat.linear,/linear/VecWithNorm.java,179,setLength(int),setLength,1
jsat.linear,/linear/ScaledVector.java,35,ScaledVector(double, Vec),ScaledVector,1
jsat.linear,/linear/ScaledVector.java,45,ScaledVector(Vec),ScaledVector,1
jsat.linear,/linear/ScaledVector.java,54,getScale(),getScale,1
jsat.linear,/linear/ScaledVector.java,65,setScale(double),setScale,2
jsat.linear,/linear/ScaledVector.java,77,getBase(),getBase,1
jsat.linear,/linear/ScaledVector.java,86,embedScale(),embedScale,1
jsat.linear,/linear/ScaledVector.java,93,length(),length,1
jsat.linear,/linear/ScaledVector.java,99,get(int),get,1
jsat.linear,/linear/ScaledVector.java,105,set(int, double),set,1
jsat.linear,/linear/ScaledVector.java,111,multiply(double, Matrix, Vec),multiply,1
jsat.linear,/linear/ScaledVector.java,117,mutableAdd(double),mutableAdd,1
jsat.linear,/linear/ScaledVector.java,123,mutableAdd(double, Vec),mutableAdd,1
jsat.linear,/linear/ScaledVector.java,129,mutablePairwiseMultiply(Vec),mutablePairwiseMultiply,1
jsat.linear,/linear/ScaledVector.java,135,mutableMultiply(double),mutableMultiply,4
jsat.linear,/linear/ScaledVector.java,145,mutablePairwiseDivide(Vec),mutablePairwiseDivide,1
jsat.linear,/linear/ScaledVector.java,151,mutableDivide(double),mutableDivide,2
jsat.linear,/linear/ScaledVector.java,159,sortedCopy(),sortedCopy,1
jsat.linear,/linear/ScaledVector.java,165,min(),min,2
jsat.linear,/linear/ScaledVector.java,174,max(),max,2
jsat.linear,/linear/ScaledVector.java,183,sum(),sum,1
jsat.linear,/linear/ScaledVector.java,189,mean(),mean,1
jsat.linear,/linear/ScaledVector.java,195,standardDeviation(),standardDeviation,1
jsat.linear,/linear/ScaledVector.java,201,median(),median,1
jsat.linear,/linear/ScaledVector.java,207,skewness(),skewness,1
jsat.linear,/linear/ScaledVector.java,213,kurtosis(),kurtosis,1
jsat.linear,/linear/ScaledVector.java,219,isSparse(),isSparse,1
jsat.linear,/linear/ScaledVector.java,225,clone(),clone,1
jsat.linear,/linear/ScaledVector.java,231,pNorm(double),pNorm,1
jsat.linear,/linear/ScaledVector.java,237,dot(Vec),dot,1
jsat.linear,/linear/ScaledVector.java,243,arrayCopy(),arrayCopy,2
jsat.linear,/linear/ScaledVector.java,252,zeroOut(),zeroOut,1
jsat.linear,/linear/ScaledVector.java,259,nnz(),nnz,1
jsat.linear,/linear/ScaledVector.java,265,getNonZeroIterator(int),getNonZeroIterator,4
jsat.linear,/linear/ScaledVector.java,300,setLength(int),setLength,1
jsat.linear,/linear/EigenValueDecomposition.java,76,tred2(),tred2,9376
jsat.linear,/linear/EigenValueDecomposition.java,205,tql2(),tql2,434
jsat.linear,/linear/EigenValueDecomposition.java,333,orthes(),orthes,44
jsat.linear,/linear/EigenValueDecomposition.java,395,hqr2(),hqr2,777688
jsat.linear,/linear/EigenValueDecomposition.java,627,EigenValueDecomposition(Matrix),EigenValueDecomposition,1
jsat.linear,/linear/EigenValueDecomposition.java,641,EigenValueDecomposition(Matrix, double),EigenValueDecomposition,8
jsat.linear,/linear/EigenValueDecomposition.java,692,sortByEigenValue(Comparator),sortByEigenValue,4
jsat.linear,/linear/EigenValueDecomposition.java,716,getV(),getV,1
jsat.linear,/linear/EigenValueDecomposition.java,726,getVRaw(),getVRaw,1
jsat.linear,/linear/EigenValueDecomposition.java,735,getVT(),getVT,1
jsat.linear,/linear/EigenValueDecomposition.java,744,getRealEigenvalues(),getRealEigenvalues,1
jsat.linear,/linear/EigenValueDecomposition.java,754,getImagEigenvalues(),getImagEigenvalues,1
jsat.linear,/linear/EigenValueDecomposition.java,780,columnOpTransform(Matrix, int, int, int, double, double, int),columnOpTransform,2
jsat.linear,/linear/EigenValueDecomposition.java,806,rowOpTransform(Matrix, int, int, int, double, double),rowOpTransform,2
jsat.linear,/linear/EigenValueDecomposition.java,845,columnOpTransform2(Matrix, int, int, double, int, double, boolean, double, double, double),columnOpTransform2,3
jsat.linear,/linear/EigenValueDecomposition.java,887,rowOpTransform2(Matrix, int, int, double, int, double, boolean, double, double, double),rowOpTransform2,3
jsat.linear,/linear/EigenValueDecomposition.java,908,getD(),getD,4
jsat.linear,/linear/EigenValueDecomposition.java,930,isComplex(),isComplex,1
jsat.linear,/linear/EigenValueDecomposition.java,935,hqr2SolveComplexEigenEquation(int, double, double, double, double, double, double, double, double, double, double, double, int),hqr2SolveComplexEigenEquation,4
jsat.linear,/linear/EigenValueDecomposition.java,973,backsubtituteFindVectors(int, double, double, double, double, double),backsubtituteFindVectors,43
jsat.linear,/linear/EigenValueDecomposition.java,1118,hqr2GetNormStart(int, int, int),hqr2GetNormStart,5
jsat.linear,/linear/EigenValueDecomposition.java,1137,backtransform(int, int, int),backtransform,4
jsat.linear,/linear/EigenValueDecomposition.java,1155,hqr2FoundTwoRoots(double, int, int, int, int),hqr2FoundTwoRoots,5
jsat.linear,/linear/EigenValueDecomposition.java,1209,orthesAccumulateTransforamtions(int, int, double),orthesAccumulateTransforamtions,8
jsat.linear,/linear/EigenValueDecomposition.java,1234,orthesApplyHouseholder(int, int, double, double),orthesApplyHouseholder,9
jsat.linear,/linear/SparseMatrix.java,33,SparseMatrix(int, int, int),SparseMatrix,2
jsat.linear,/linear/SparseMatrix.java,46,SparseMatrix(SparseVector),SparseMatrix,3
jsat.linear,/linear/SparseMatrix.java,59,SparseMatrix(int, int),SparseMatrix,2
jsat.linear,/linear/SparseMatrix.java,69,SparseMatrix(SparseMatrix),SparseMatrix,2
jsat.linear,/linear/SparseMatrix.java,77,mutableAdd(double, Matrix),mutableAdd,4
jsat.linear,/linear/SparseMatrix.java,86,mutableAdd(double, Matrix, ExecutorService),mutableAdd,8
jsat.linear,/linear/SparseMatrix.java,116,mutableAdd(double),mutableAdd,2
jsat.linear,/linear/SparseMatrix.java,123,mutableAdd(double, ExecutorService),mutableAdd,4
jsat.linear,/linear/SparseMatrix.java,149,multiply(Vec, double, Vec),multiply,8
jsat.linear,/linear/SparseMatrix.java,164,multiply(Matrix, Matrix),multiply,12
jsat.linear,/linear/SparseMatrix.java,187,multiply(Matrix, Matrix, ExecutorService),multiply,24
jsat.linear,/linear/SparseMatrix.java,228,mutableMultiply(double),mutableMultiply,2
jsat.linear,/linear/SparseMatrix.java,235,mutableMultiply(double, ExecutorService),mutableMultiply,4
jsat.linear,/linear/SparseMatrix.java,261,lup(),lup,1
jsat.linear,/linear/SparseMatrix.java,267,lup(ExecutorService),lup,1
jsat.linear,/linear/SparseMatrix.java,273,qr(),qr,1
jsat.linear,/linear/SparseMatrix.java,279,qr(ExecutorService),qr,1
jsat.linear,/linear/SparseMatrix.java,285,mutableTranspose(),mutableTranspose,3
jsat.linear,/linear/SparseMatrix.java,297,transpose(Matrix),transpose,9
jsat.linear,/linear/SparseMatrix.java,309,transposeMultiply(Matrix, Matrix),transposeMultiply,12
jsat.linear,/linear/SparseMatrix.java,337,transposeMultiply(Matrix, Matrix, ExecutorService),transposeMultiply,1
jsat.linear,/linear/SparseMatrix.java,343,transposeMultiply(double, Vec, Vec),transposeMultiply,6
jsat.linear,/linear/SparseMatrix.java,355,getRowView(int),getRowView,1
jsat.linear,/linear/SparseMatrix.java,361,get(int, int),get,1
jsat.linear,/linear/SparseMatrix.java,367,set(int, int, double),set,1
jsat.linear,/linear/SparseMatrix.java,373,increment(int, int, double),increment,1
jsat.linear,/linear/SparseMatrix.java,379,rows(),rows,1
jsat.linear,/linear/SparseMatrix.java,385,cols(),cols,1
jsat.linear,/linear/SparseMatrix.java,391,isSparce(),isSparce,1
jsat.linear,/linear/SparseMatrix.java,397,swapRows(int, int),swapRows,1
jsat.linear,/linear/SparseMatrix.java,405,zeroOut(),zeroOut,2
jsat.linear,/linear/SparseMatrix.java,412,clone(),clone,1
jsat.linear,/linear/SparseMatrix.java,418,nnz(),nnz,2
jsat.linear,/linear/SparseMatrix.java,427,changeSize(int, int),changeSize,32
jsat.linear,/linear/SparseMatrix.java,451,multiplyTranspose(Matrix, Matrix),multiplyTranspose,368
jsat.linear,/linear/SparseMatrix.java,518,multiplyTranspose(Matrix, Matrix, ExecutorService),multiplyTranspose,752
jsat.linear,/linear/Poly2Vec.java,41,Poly2Vec(Vec),Poly2Vec,1
jsat.linear,/linear/Poly2Vec.java,70,setBase(Vec),setBase,1
jsat.linear,/linear/Poly2Vec.java,75,getReverseIndex(),getReverseIndex,6
jsat.linear,/linear/Poly2Vec.java,88,length(),length,1
jsat.linear,/linear/Poly2Vec.java,94,nnz(),nnz,1
jsat.linear,/linear/Poly2Vec.java,100,get(int),get,8
jsat.linear,/linear/Poly2Vec.java,120,set(int, double),set,1
jsat.linear,/linear/Poly2Vec.java,126,isSparse(),isSparse,1
jsat.linear,/linear/Poly2Vec.java,132,clone(),clone,1
jsat.linear,/linear/Poly2Vec.java,138,getNonZeroIterator(int),getNonZeroIterator,10416
jsat.linear,/linear/Poly2Vec.java,324,setLength(int),setLength,1
jsat.linear.solvers,/linear/solvers/ConjugateGradient.java,39,solve(double, Matrix, Vec, Vec),solve,12
jsat.linear.solvers,/linear/solvers/ConjugateGradient.java,79,solve(Matrix, Vec),solve,1
jsat.linear.solvers,/linear/solvers/ConjugateGradient.java,107,solve(double, Matrix, Vec, Vec, Matrix),solve,21
jsat.linear.solvers,/linear/solvers/ConjugateGradient.java,167,solveCGNR(double, Matrix, Vec, Vec),solveCGNR,3
jsat.linear.solvers,/linear/solvers/ConjugateGradient.java,182,solveCGNR(Matrix, Vec),solveCGNR,1
jsat.linear,/linear/VecPairedComparable.java,17,VecPairedComparable(V, P),VecPairedComparable,1
